Name,Date,Review,Helpful_to,Title,Rating
Amit Garg, 23 January 2020,The biggest con of this phone is battery. It won't stay for full day after a full charge. Drains too quickly. Attached is the image. Also battery drains faster in battery saver mode which defeats its purpose. Since there is no return I have to live with this phone. The standard cover provided by company is tacky. They could hv included a proper cover for such a price. Oh and not to mention the packaging. Whosoever packed it packed it thinking it's a brick and not a phone and I could see the delivery person tossing the packages so one can imagine the condition of phone which isn't properly packed.  Overall not satisfied with spending so much.Edited:After using it for couple of months found out that camera quality is cheap.  Zoom just simply worst not even 8 megapixel. They should return the money of the customers.,0,Flagship phone pulls the flag down,2.0
S Das, 15 October 2019,The dispaly is really good. Missing the front camera flash.Battery should have been bigger with 5000maH. The Snapdragon 855+ chipset is not very power friendly. Although no heating up and the performance is above expectation with s teen refresh rate to choose from 60 Hz to 90 Hz.Beacuse of the battery life the phone lags a little behind other competitors. Of battery is increased to 5009,0,A great phone but Battery could have been made at 5000 mAH.mAH.,5.0
Surya Saini, 11 January 2020,The phone is excellent for everyday use and performance wise.Highlights:-1. The camera performance is mind blowing you will be amazed with the camera shots and night mode. The pictures barely need any after edits if you want to directly post on Instagram.2. Charging is super fast. No complains phone is ready for use in half n hour.3. Overall performance RAM management storage speeds oxygen OS 90hz display is as usual very good. Refresh rate is definitely noticeable to me but it depends on person to person.Some negatives:-1. The slightly disappointing thing is the battery performance which is just average. It has improved quite a lot after recent updates but not extraordinary.2. The display is awesome but it might appear too bright sometimes need some sort of feature to lower the glare sometimes.3. Fingerprint reader is fast but not the best finger detection.4. A major problem for one who has small hands is that the phone is very tall. It is very hard to type I have had the toughest experience to type on this phone.,0,Beast performance average-decent battery,4.0
Nitin, 26 December 2019,Battery : Not so good. Update : after using Battery is awesome basically battery management is great if used minimally it can go for 24+ Hours average - 12-15 Hours Heavy usage (continuous) - 8-10 Hrs approx.Charging : Blazing Fast. Warp Charge is something time saving thing.Graphics : AmazingCamera : 4k Video is Awesome but Limited to 5 Minutes stabilization mode is good Pics are perfect Macro Mode is fantasticSlo-Mo : Great but still no support for 960fpsSpeakers : Fantastic Sound Dual Speakers with Dolby Atmos u can watch any thing with full sound experience Bluetooth headphones sound better with Dolby overall good performanceBut No Headphone Jack.Overall Awesome Phone.Thanx Amazon. And One Plus.,0,Kind of a Great Companion,5.0
dhaneesh, 1 November 2019,Display built quality is very bad. My phn fell down and display got damaged.. had to spend 12472/- RS for new display.. heart attack!!!,5,Bad display build,1.0
Gairik Mandal, 2 November 2019,BUILD QUALITY:very well built..CAMERA:not the bestbut good in this price segmentDISPLAY:very good quality display.brightness is very good.color sharpnesscontrast is nice.SECURITY:in display fingerprint is fast and accurate.the face unlock is fast and accurate and work in low light..SOFTWARE:it is not the best from oneplus.oxygen os contains some bugs which is very annoying and decline user experience.BETTERY:this is the weakest point of the phone.you will get six to seven hours of screen on time with 60 Hz display mode and with 90Hz it decline to four to five hour.But the charging speed is good.The 30t charger charge the phone 0 to 100 in just about one hour.SOUND QUALITY:It has one of best sound quality.it is loud and clear.Base is good,0,Review after one month of use :Very good overall package at great price except poor battery life..,4.0
kranthi kumar, 2 October 2019,I was skeptical before but after purchasing the phone I'm completely satisfied with it.Pros:1. Refresh rate of 90hz makes the transitions fluid.2. You get Android 10 out of box.3. Oxygen os is close to stock Android so it's not full of bloatware  and is free of any ads4. The unboxing experience is worth mentioning.5. The triple camera setup does a commendable job.Cons:1. Battery of 3800 mAh is considerably less. The phone lasts a day  with 9hrs screen on time2. If you are switching from iPhone then you'll face little hickups  while transferring the data.3. There's no headphone jack so you'll have to go with a Bluetooth  headset or have to buy an extra connector,One,Worth the price go for it!,5.0
Amazon Customer, 16 October 2019,First of all their is no comparison just go for it without a single thought fast finger print sensor. Face unlock is so fast and work till 5 foot steps so be aware anyone can unlock your phone specially recommended to those who are in relationship😅😅.Camera is awesome even in low light you can get best shots I don't think we need some extra lens for micro photography as OnePlus is already giving. If you want to make video while walking you can do because the stability is amazing.Battery life is not so good not so bad I can say average and the best part is warp charger which will charge 100% within 50-55minsAs every mobile adapting wireless technology but still if there will be earphones jack port will be there it's good to have.,One,Best in market,5.0
Ravdeep, 2 December 2019,Pros:1. Best stereo speakers system available in any phone till date.2. Best camera among phones below 40k.3. Warp charge charges phone 0 to 100% in under 1 hr.4. OxygenOS with Android 10 is the best android skin ever.Cons:1. No headphone jack.2. Group selfiles from front camera will blurr the participants standing behind even in normal mode.3. No type-C to 3.5mm adaptor or type-C headphones provided in the box.,0,Best phone for its price,5.0
Raj Verma, 31 October 2019,Its 7 day user review..First of all i would tell that performance and screen are at the best..i will give performance 10/10And screen 9.5/10 with 90hz display it is like butter..and oxygen os is really a great UIAnd the camera is just cool..but some times it lacks details and noisy pictures i know its the problem of software.. hope oneplus will give major update on the camera..i will give the camera 8.5/10And battery is just ok..not much and also not less..It give screen on time upto 6 hours with 90hz ..and with full charge we can play pubg upto 3.5 hours with full graphics HDR setting..and if we do it 60hz than we can play pubg upto 4 hours..and one major good thing is its warp charge..with 30 watt..i have tested.. averagely it takes about 55 min to 58 min for full charge thats really amazing..and normal usage its long last for whole day.. i will give battey 8/10But overall its really a great phone and value for money..if u want an all-around phone then go for it .If you want for gaming purpose then go for asus rog phone 2..Although in my choice i will go only for OnePlus 7T..,One,Great phone value for money.. performance and display are great..,5.0
Amazon Customer, 12 October 2019,Here is what I feel about the mobile.If you have budget to spend 36000 rupees (which will easily be used for 3-4 years so ROI is pretty cool) either in single payment or through EMI. I suggest to go for it. Its a great phone in the price tag.Once a smart person said : You cannot go wrong with oneplus and I felt the same way.Hit Features of the phone :The 90Hz display is a delight to work with.Camera.The software(it's as important as the great specs a phone offers)Smallest notch.Audio quality.Premium looks and feel.Shortcomings:Sab maaf..!!People are complaining about it's battery life. Though it's early to say but it has a pretty decent battery backup and fast charging is again what makes this phone a strong buy.What I want to say is I loved this and won't disappoint you either ..!! ❤️,One,Don't overthink..!! Just buy the god damn phone..!! 😂,5.0
sandip sarkar, 16 October 2019,Simply it's the best smartphone you can buy today below 50k best in class screen with 90hz display fastest fast charging  fastest processing unit with Snapdragon 855+ 8GB ram triple setup camera with 1st of a kind macro mode what else could we want from a phone priced at half as that of the other flagship devices .It's a significant upgrade over previous 6TIt's wiser to go for the one plus 7t than goin for 7pro or 7T ProIf you dig deep and really want to find a few Cons then I'd say -1. no wireless charging2.battery life could have been better but can easily switch to 60hz display to get extra juice out of the batary3.screen pixel density not as high as samsung n google pixel4. Round triple  camera setup looks strange at first but gets used to soon .,0,Best smartphone you can buy below 50K,5.0
Anil Bejugam, 5 December 2019,I like this phone it could have better on few things1) very fast it dry out2) not happy with Camera quality3) Not having gesture controls like moto-- flast light double tap to lock etc.Pros.1) Very quick charging need to wait long time this is one of the best option i seen2) balanced phone  hardly skip from your hand,One,Low Battery life and Camera,3.0
Pankaj Jain, 30 April 2020,upon using the phone for now 4 months I have the following things to share :- great price- looks r great (even the back camera doesn't look bad)- the gaming experience is amazing (tried pubg call of duty sims roller coaster tycoon sim city and many more) it works great with all with no issue (MUST TRY FNATIC MODE!! ITS INSANE)- some apps are showing issues where some apps are stretched beyond the screen- camera works great better than a lot of Samsung products in the same price range- sound quality is insanea phone worth buying,One,Getting features like samsung s series for half the price!,5.0
Swapnali patil, 1 March 2020,This mobile is more than awesome except it's bettery life. Battery drains faster than it's charging speed. Only if u don't use mobile after charging then battery will last for a day. Other than this i can't complaint about anything else. Other eatures are absolutely lovable. Camera features are more than anything u can ask for. There are many modes in camera settings to capture images in different situations which i liked the most! Easy and faster to use. Overall loving this mobile.,0,Overall good featurs | bad battery life,4.0
Mudabir habib, 7 October 2019,Dear friend don't take this phone  too much hanging problem photos get blur when u try to send photos to others like through watsup or other  apps battery backup is also not so good ,2,Don't take this device and don't get ur money waste,2.0
Kishanu Karmakar, 4 June 2020,OnePlus which is my favorite phone I already have Oneplus 6 phone which I have been using from last 2 years. The reason for taking the oneplus 7t phone its RAM and speed charging. Time to time updates keep coming in this phone so even if a bug is seen the team of Oneplus correct with in a month. Battery life is really good and fingerprint reader is too fast recognise.,0,Battery life is really good and fingerprint reader is too fast recognise,5.0
Nekkanti Jayram, 9 February 2020,My First review and its genuine for buyers .Phone is good. Display is excellent. Chargeing speed is amazing. But some things are still not upto the mark which are below.1) software updates are not quicker and not recent it's still in November security patch2) Camera us not up to the mark as like flagship phones.3) Battery life is not so amazing but decent.Last but not least I did not felt much premium when using this phone.,0,Review after 2 weeks of usage,4.0
Satish Mayekar, 25 November 2019,Low Light Photography is still not improved also we've observed much noise and distortion in captured image.I hope post Zoom what will happen is no need to say.Market is flooded with 48 MP phones in low price budget. But in spite being at so high price range Camera is not up to the mark.Front Camera scanning in face unlocking doesn't found to be super quick.In good light this does capture nice images like other brands available in market right now.In short at least this Camera Lense doesn't give that Wow kinda feel or something amazing outcome.Battery Life :- As per use it's sufficient. But interesting thing is it's charging speed amd time required. Good note for it.Fingerprint Sensor :- This Sensor works better and at quick lightning unlocking.,0,Camera.. Not As Expected ..!!,4.0
Sunny, 21 December 2019,Switched from Oneplus 3 to 7T.Main reason for sticking to Oneplus was there software support over long term. Oxygen OS is veey snappy combined with best hardware till date.The performance difference between OP3 and OP7T is very big. I was comfortable with performance of OP3 till i started using 7T.Web page renderinganimations are very fluid(maybe due to 90hz refresh).Design wise i like narrow ergonomic design.It is confortable for one hand usage though it is slightly heavy. Buttons are very tactile and clikcy.The alert slider is much better compared to one on OP3.Camera is good nothing exceptional.Speakers are very good for media and call.Display brightness is slightly low could have been better.I don't like the notch. It ruins overall experience.Most of the time it is hidden in black bars and most video playback don't support notch(tested in ChromeAmazon Prime).Moreover video content is very limited for this aspect ratio as of now.Battery life is average. Same as three year old OP3.If you are heavy user and always on the gothen it may not last till evening.(I always keep 90hz onelse what's the use of paying for such feature.)A bigger battery is definitely a miss here.I really miss 3.5mm jack. Bluetooth options are convinient but not good as wired earphones.The price/quality of Bluetooth options is way below wired earphones. You will have to go for ANC bluetooth headsets to get decent quality audio experience.I have ordered type c wired earphone to see if it is any better.Overall a good buy for the price. I hope they don't raise price further into Samsung/Apple range.,0,Nice upgrade,4.0
Veena, 15 October 2019,I've never been so impressed with a phone before. This is my third OnePlus phone after OnePlus X and 3T. I'm becoming a huge fan of OnePlus thanks to the top quality devices they manufacture at affordable rates. The camera is so good and the macro will make you wanna take pictures of everything lying around the house. Screen quality is superb. I get 24 hour battery backup with 5-7 hour screen on time. Absolutely worth every rupee.,0,Best phone you can buy in India,5.0
Amazon Customer, 5 February 2020,I think this could be one of the honest reviews !I have bought One plus 7T a month back. This phone is great and very fast. I am a general user who uses it for Insta some work files and clicking photos and this is doing great for me.What I feel is there's room for improvement in battery life and fingerprint reader.Overall this phone is a great buy !,One,A good phone,5.0
Dr. Apurba Kr.Rabha, 29 December 2019,Pros:-Excellent performance-Good display (Not better than Samsung's display)-Fast WRAP charger-Versatile cameras due to 3 lenses-Oxygen OS on android 10Cons:-No headphone jack (I really miss it)-Battery just average-Camera just average-one plus accessories are expensive ( like USB type c to 3.5mm jack Bluetooth earphone)-overall expensive to other competitors-NO WATER RESISTANCE (my old Samsung galaxy s7 had which is much cheaper now),One,Value for money !,4.0
Biju Mathew K, 3 July 2020, The Oneplus quality is just a gimmick item started showing problems from the very first start. took 5 minutes  for the first startup then hanged... storage 100% occupied by the system then it started blinking (you can see in the video). Immediately tried to book a return/ replacement. But they said they need a technicians visit first and he will come after 12 days. Very dissatisfied.. If you plan to buy a Oneplus device.. Think Twice,0,Item defective and cannot open,1.0
Sa Ku, 17 November 2019,Its really butter smooth.90hz display is amazing. After using my OP7T a while if I hold my iPhone 6s I feel how smooth my OP7T is.Camera is awesome. Batter backup is ok for one day regular (emails whatsap upto 1h of phone calls and few photos). Charging speed is very very fast. It charges from 10% to 100% in 55mins.Overall I am satisfied with the product.Buy official 3D tempered glass from OnePlus then you wont feel that you have pasted a glass on your phone.,0,Overall I am satisfied with the product.,5.0
Deepak chandak, 6 June 2020,I was have one plus 5 one plus 6 T and now one plus 7 T but this time I am not satisfied with one plus product.It's battery is even not as good as one plus 5.One plus 5 has 3300 mah and one plus 7 T has 3800 mah but it's not worth.Looking is good but functioning is not as good as its price and expectations.,2,One plus now decreased it's quality of product,3.0
Rohit, 23 April 2020,If this phone is in your budgetDo not have second thoughts just go for itI have been using this phone for quite a long time now and I just love its designscreen and everything else.The phone charges in 60 minutes from 0 to 100 and that's just a spec which other phones these days don't provide.Love the Oneplus 7t.,2,Best Phone,5.0
Avb Prasad, 4 December 2019,Battery backup is  poor when compared to1 plus 6. Lasting only for 12 to 14 hours.While attending the call  suddenly hold button or the mute button are getting activated causingcall disruption.While attending a call automatically it is dialing some other contacts without our attempt. These are some of the difficulties  I am experiencing. Impressed by the performance of the 1 plus 6  (which I was using before this) I went for 7 T. But now I am repenting my decision.,One,7T needs improvement.,3.0
Omkar pawar, 3 October 2019,Awesome Mobile.....thanks amazon for a lot discount.....overall mobile is so fantastic.... I've never found any cons in the mobile except 1 thing battery drainage 😅 but its ok because of 7t warp charge charging speed is very good. I got Amazon 3 day delivery. And the overall experience was too good....so happy...🥰,One,Great deal from amazon....,5.0
Dr Pratik Goswami, 16 October 2019,Oneplus always surpasses expectations as we all know. This phone is build so perfect and beautiful my iphone user friends are even jealous with the design and make.Pros:# beautifully premium design with glass back and matte but metallic looking glacier finish. I dont like motorised parts like in reno or 7pro design feel unsafe to me.# processor os ultra fast finger print reader is fastest i know of screen is mesmerising though i feel a very little difference as compared to my samsung s7 edge screen refresh rate i dont know how to make out difference so no point there tbh.# price rnage is okkay. Not pricey not cheap.# battery life is awesome considering 90hz refresh rate and samoled display with 855+ processor.# everything else u cna think about is pros only.Cons:# gboard google keyboard is okayish as compared to apple and samsung keyboards im getting misclicks and misspelled words accuracy is too much i think apple has so much optimised keyboards so does samsung i think oneplus and google will work on it.# camera performace is just fine in low light tbh apple 11 will surely shot better pics in low light i think.# i hv watched on youtube about life of back glass they said it is prone to develop scratches over time i dont know though lets see.# headfone jack was removed. My heart broke its not a good movement we have senheiser and all 3.5mm headfone jacks why r u removing these guys its basic thing shifting from micro usb to type c usb plug is different thing but this is not at all fair we are forced to buy third party connectors which practically ruins the atmos effects many of us dont like wireless. Thumb down here. As a gesture of goodwill you could provide connector in the box at least yeah its not there in the box buy from outside.# no colour option for 256gb version as of now only glacier blue not a big issue but its a bit funky. Not like like for everyone.,0,Perfect and at a sweet point🙂,5.0
Revati, 13 October 2019,I am shocked to see issues with this phoneIT HANGS!!especially the gallery doesn't work for sharing photos at times and then I have to restart the phone.I had to restart my phone since very first day of starting useSound quality not very exceptional. It is okI don't know if these problems can be solved by replacingVibration is so smooth that you never come to know that your phone is vibratingPlease everything is tolerable But phone at this price range and claiming the 8GB RAM must not hang !!Rest all the things are superb with this phone,One,Very Nice product but long way to go OnePlus,4.0
Sasi Kumar, 11 January 2020,Was planning to buy Samsung M30 for my wife. But after reading about lot of issues with the model went for OnePlus 7T. Double the price but I'm happy I chose this. No it is not fair to compare the two models but the pathetic quality of M30 with network signal and connectivity issues it definitely is not worth 14k+Coming back to 7T there's hardly anything negative noticed after a week of usage. Camera is top notch low light shots are excellent battery lasts more than a day even with maximum use of mobile data and WiFi.Will update this review after a month.,0,A wise decision,4.0
Gurkirat Singh, 9 October 2019,Ordered the product on the first day of its launch... I don't know if it's just me but the phone keeps on hanging in between... It's been a week since I'm using it and it's frozen atleast 5-6 times already.Sometimes there are issues with finger recognition too... Seems like some quality defect or what.. even the battery doesn't last for that long. I uogarded myself from one plus 5 to this but Im not impressed with battery life. The only good thing is camera.,One,Not so impressive,4.0
Sri tharun, 21 June 2020,My previous phone iPhone 6s but i need change due to storage more trouble... I get plenty of review from OnePlus 7t at every where !!! Phone was really great.Snapdragon processor performing very well and osm tooCamera quality was really great ! But i noticed more shapren and more HDR too .. it was really difficult to post processing image .. that one thing i noticed !!! But it's manageable 😁,0,Really impressed ❤️❤️❤️,5.0
Deepak Mishra, 10 October 2019,It was not easy to switch from ios to android but after first appearance of 7t I just booked it in first available minute and trust me guys I made best decision also saved my one lakh rupees if I compare it from 11pro..,3,Best after iphone 11 pro,5.0
Surya Pavan, 3 November 2019,Got this phone in Diwali sale for as low as 30000.RS by applying all the offers.Pros:-------1.Dispaly(super smooth. Vibrant)2.Camera(versatility. 3 different focal lengths. And also the macro mode with 2.5 cm range is awesome.)3.charging speed(awesome)4.Haptik feedback (This is the only phone i keep the haptic feedback on in Google keyboard. Feel every vibration while typing and touching the screen. 😍)5.Build quality (premium feel Suttle look with no shinny colour).6.UFS3.0 storage( APP opening time is very quick)Cons:--------1.Battery life is above average (4/5 but charging time is good)2.Needs some optimization in camera software ( Especially in low light),One,Value for Money Future proof smartphone,5.0
Amazon Customer, 26 October 2019,I ordered this product on Wednesday 23rd October and received by me on 26th October. This phone looks good now. It drain battery after rough use of 3 hours but thanks to the quick charger it's bumps the battery level to from 30% to 85% within 25 minutes.I would be possible posting more reviews after using it for atleast 10 days.One issue is i could not find the tampered glass which fits it correctly.The phone should be handled carefully since it has 6+ inches of screen.Display looks so good.Camera is awesome and captures best quality of photos. Depth effect is awesome.Amazon service is awesome. Thank you.,0,Honestly I liked this phone.,3.0
Rahul Pawase, 7 October 2019,Heart was saying go for oneplus bt mind was saying rog 2 is beast...Finally hearts wins the battle...Definitely Go for oneplus....u never regret u r choice...Finally from oneplus 3 to oneplus 6t to oneplus 7tAwesome journey with 1+...I will definitely continue with it..There was little bit gap....bt finally im op boy,2,Heart Vs Mind,5.0
Ukg, 7 March 2020,After using for a month.......Pros:1. Camera2. Battery backup3. Charging speed4. Display5. Built quality6. Processor and Speed7. Face unlock feature8. OSCons:1. Rear Camera layout design2. Finger print sensor behaviour sometimes3. Heavy on hands4. Only an above average designConcluding with and overall opinion it's a real all rounder. Even there are modelsin the market with the same specs OnePlus 7t stands out with the premium looks and built quality. Worth the money,0,True allrounder,5.0
Ajay varma, 1 June 2020,I have 3 oneplus phones in my family and one iphone.I must say oneplus works amazing and does everything an phone can to make sure your experience is great.Great battery processar camera is fine not awesome not iphone or Samsung level but then you also pay less.,One,Processor,5.0
Parth amodkar, 19 November 2019,First of all thank you amazon for super fast delivery and packing was impressive. Now move on to the phone review.It's true flagship device. Camera performance display everything is up to the mark. Build quality is quite good and in hand feels quite premium.Dolby Atmos speakers is another plus point. It's true Dolby Atmos feeling while listening. Camera is very impressive both indoor and outdoor it takes decent pictures. 4k recording is super cool and EIS and OIS makes video shooting experience more enhanced.90hz refresh rate of screen feels true amoled smoothness. Gaming performance is extremely smooth. No lag and heating found while playing COD mobile on extream settings.Last but not least charging is super fast so no need to worry about battery drain. I recommend to them those want to upgrade from old device. Thank you.,0,Worth On Every Single Rupee,5.0
Banajyotsna Routray, 29 June 2020,I know OnePlus doesn't have a great camera but friends after resent updates camera is more than average now  n everything else is great as we expect from OnePlus fast responsive n the display in hand looks just amazing . We just need all these factors to buy a phone ri8 so I think you should buy it . I my self is loving it and planning to use this for long periods of time . Yeah one thing to mention don't buy 38k one as we can't ever use up 256gb n by adding extra 4k we can buy OnePlus 8 so.... Think about it and buy,One,If you need need a all rounder then buy it ri8 away,5.0
Abhishek, 10 November 2019,I am posting this review after 10days of use below are the pros and consPros* Best processor*Gud screen quality*Superb charging*Beautiful designCons* Camera quality very poor if you take closeup shot its gud but if you take a shot 4m away using any camera its very poor* Video quality in slow motion is very poor special indoor not even better from Redmi 7 pro which i am already using*Heating issue*Front flash missingRequest for one plus please fix this camera issue,One,Disappointed by One plus 7t,3.0
Mukesh Kumar Shaw, 1 December 2019,Everything is perfect.Nice work done OnePlusEspecially the 90hz display. Just AwesomeScreen is fluid Amoled. It is as good as Samsung as Samsung's panel is used in it.Performance is top notch with Snapdragon 855+Camera can be improved with software updatesBut not bad Camera pics are more of a warmer side..Can be dealt with an updateBattery backup is excellentEasily lasts for a dayWrap Up charge 30t is always there to fill up the battery in less than 1 hr from 0-100%.Everything awesomeDealbreaker at Rs33500 (35000-1500(hdfc discount)).,One,An Awesome Flagship Killer!!,5.0
Harish naik, 12 October 2019,My 2nd OnePlus phone ❤️ Camera Awesome. Battery will last a day. Since I use it for gaming it doesn't drain much. Go for it guys. High end phone  under 40k don't waste it on some other brand. Used OnePlus 5t for 2 year not even single issue in it. But only thing is they won't give type-c to 3.5mm jack converter. You need to buy it separately from OnePlus website.,2,Just go for it. You won't Regret. OnePlus ❤️,5.0
Shreya, 28 November 2019,One plus 7t is super awesome... Unbeatable experience... Camera quality is Just wow... Just one minus point is the battery for such a High performing mobile they should have given a battery with a longer life but it can be managed sonce they have provided with the warp charger which charges the mobile in less than an hour,One,Must buy !!,5.0
Kanishka Malhotra, 26 November 2019,Love the all-round experience of this beast of a phone. This is my third OnePlus phone in the last 3.5 years and I wouldn't deny that they always exceed the expectations of the users. Fingerprint reader is a bit meh (doesn't recognize at times) but you can make do with it. Camera quality is REALLY GOOD. I use my OnePlus 7T on 90Hz always (yes I am addicted to that smooooth experience) and yet the battery works like a charm for me. At the end of my day of moderate usage I still have at least 40% juice left which is commendable (considering 90Hz). All in all I'm totally delighted to use this phone!,One,It's such a smooooth experience!,5.0
M, 7 March 2020, Phone is awesomeDurable Battery life is superb Camera is extraordinary (recommend B612 for selfies) Video n Audio are just awesome gaming is smooth...nothing much negative about phone exceptif you use wired headphones then it interferes when playing gamesValue for money and you will never regret buying thisSample of Macro Nightnormal portrait and slo mo with review,0,One plus worth spending,5.0
Amazon Customer, 13 March 2020,"Well its a down to earth honest review of OnePlus 7T after using it for one month. First thing this phone is made for single guys like me as it says ""Never Settle"" well just kidding. I replaced my old Samsung Galaxy A30 and decided to go for OnePlus for the first time. Well it paid off superbly. It is a real flagship killer at this price range and it makes Iphone and Samsung look bad to some extent. Coming to the performance its blazing fast with that sweet Qualcomm Snapdragon 855+ processor and 8GB of ram. The fingerprint scanner is also super fast and well designed too. The fluid AMOLED display with 90 Hz refresh rate was something that the OnePlus first introduced it in the market and rest all other smartphone company just followed along the standards set by OnePlus on its flagship device. With 1 month of usage I found the following important pros:-1) Blazing fast - do not worry about lags anymore.2) Network connectivity with this phone is also superb as OnePlus claims it is due to the new processor that results in 15% faster network acquisition. Downloads are blazing fast on Airtel 4G3)Oxygen OS v10 based on stock android 10 - the OS is clean with less junk and far better in performance than other OS by respective companies like MIUI OneUI etc.4)90 Hz Fluid AMOLED display with FHD+ resolution of 2400 X 1080 - Videos and games feel ever so smooth.5) Gaming - its not a gaming centric phone by any extent like Asus ROG 2 but gets the job done and has even higher benchmark performance score than the ROG 2. The Adreno 640 GPU can handle the games at pretty high graphics setting @60 fps too.6) The feature of Gestures makes life a hell lot of easier for me.7) The UFS storage 3.0 makes copy and paste operations much more smoother and faster.8) The 30T warp charger is just amazing. 0 to 70% in 30 mins and 0 to 100% in 50 mins.Every smartphone however great will always have some cons these are:-1)No 3.5mm headphone jack - OnePlus deliberality does this to cut costs so that it can pack up the phone on other features.2) No SD card slot - when u have the UFS Storage 3.0 you dont really need a SD card slot. OnePlus claims it slows down the phone.3) Battery - well larger battery doesn't always mean more screen time as seen in Google Pixel or even Iphone where battery is not very big but they have great power backup and screen time. Same is with OnePlus 3800 mAh can get the job done in most number of days but still feels a bit less when you are performing GPU intensive stuff for a long time like gaming.4) Camera - the only thing this phone lags behind as compared to other smartphones in the same price range is the camera. OnePlus has failed to impress me with the Camera on this phone. At this price range they are only giving EIS and 2x zoom with only a 16MP front selfie camera. While taking broad daylight photos you may notice that the colour may be oversaturated to some extent( a red flower may appear pink in photos). Low light photos at night look superb though. If you are looking for a better camera phone then OnePlus 7T may not be your choice.5) Notch design - Some people may like it some may not its your own personal preference. I personally do not like it because it obscures the display of some apps and videos.6) No official IP rating :- well you are never sure when the phone may give up when it is exposed to water as there is no official IP rating. So use it carefully in rainy season especially. OnePlus says its next smartphones will all have official IP rating.",0,A powerful phone with a decent camera at a superb price.,5.0
Arjun, 27 June 2020,Finger print reader is not that great. It takes turns to detect sometimes.Battery life is ok. Under 90 Hz Screen Refresh Rate I m getting one and half day battery life. I don't play any games. No social media too. Just normal usage. OnePlus should increase battery strength.Camera is awesome. Screen AMOLED display is very good. Android 10 has many options to use. Great speakers too.,One,Good but need certain changes.,3.0
Vasant Vihar, 21 June 2020,First time OnePlus user. Previously used Xiami Nokia Samsung Motorola etc. This phone is blazing fast compared to all previous makes. Fingerprint reader super fast. Camera good. Battery lasts a day with average usage. I got about 60 % charging in 30minutes as against advertised 70%. Battery mAh could have seen some improvement. All in all a lovely top notch product. Will review in few months of usage if issues found.,0,Lovely fast n worth the money,4.0
ARJUN Reddy Pulicherla, 18 October 2019,Againg i am giving review after using 1month. Star reduced from 4 to 3.1) Rear Camara Quality is good2) Front camera is ok. Not upto the mark3) Finger print sensor is ok4) Battery dains fast when using browsing video streaming.5) Charging is very fast..6) Notification LED is not provided may be avoid battery drain.7) Getting heated during continuous use.8) Galary arrangement is not good.9) Not able view YouTube and other app movies in full screen,0,There is a bug when i share photo from app display is differing.,3.0
Andy Iyengar, 3 November 2019,"For someone who upgraded from an Android 7.0 phone the OnePlus 7T is a sea change.After watching innumerable reviews & comparisons between the 7T & 7T Pro i finally settled in on the 7T as it's a VFM product & the 14 K premium that the 7T Pro commands doesn't seem worth it for what it offers IMHO.It's been a week since I am using it the display the finger print scanner and the face unlock all works blazing fast including the charging. The battery lasts about a day for my moderate to heavy usage which is acceptable. Yes there are better battery phones out there but the fast charging makes up for that small gap.Camera is good  however can't compare it to the iPhones or high end Samsung's.The one feedback i would like to give is to provide a Type C headset in the Box which would have given the customer a feel good factor at this price point.Enough has been written about Oxygen OS and it's indeed worth writing about. There are enough customizations to keep most people happy.All in all it's been a great start and I look forward to ""Never Settle"" with the OnePlus 7T",0,A Worthy Upgrade,5.0
Swagatam Pati, 7 October 2019,The Phone is good but Amazon's delivery is worst. The fingerprint sensor is awesome but you need to update your fingerprint data time to time to get the best experience. The camera quality is good not great. If you are just want good photos just go for it but you will not get those mind blowing photos and the low light performance is good but in nightscape mode you will experience artificial colours and lighting. Battery takes 45-50 mins (approx) for 0-100%. But battery life is not that great and yes you will find a lot of bugs in this phone. The build is fabulous and will feel like a premium phone in hand but as the rear camera is bulging out it gets scratches. The selfie camera is good not great. The performance of this phone is really great and you will definitely love that 90Hz display but it is not a 4k display. Coming to the point should you buy it? Yes definitely if your budget is 40k max and u want something which is really fast and features packed. Comparing it with the realme x2 pro if u have a tight budget then go for realme or else u should go for it and u will never be disappointed. For gaming purpose- yes this is a great device but for only gaming go for the Asus rog phone 2. For camera purpose- yes this  performs well but not extraordinary. So for camera u can go for iPhone or google pixel. But still then its a great device. The speakers display build camera is worth the price u pay. Yes its overpriced by 4k-5k but still you should go for it. And yes to quote please go for the 256gb variant because the storage is enough to provide you with peace of mind.,One,Jack of all trade.,4.0
Amazon Customer, 13 October 2019,Phone is extremely fast modern looking and looks amazing with the original OP7T sandstone case. Easy to set up and use.However the dimensions are a little too big and it becomes unwiedly to use. I would rather have a smaller screen with same specs.,One,Great specs a little too big for my liking,4.0
